id;dclass ;dname;define;clabel
282;http://purl.bioontology.org/ontology/MESH/D013120;Sarcoma, Synovial;Benign and malignant neoplasms which occur within the substance of the spinal cord (intramedullary neoplasms) or in the space between the dura and spinal cord (intradural extramedullary neoplasms). The majority of intramedullary spinal tumors are primary CNS neoplasms including ASTROCYTOMA;Spinal Cord Neoplasms, Intradural Extramedullary,Intradural-Extramedullary Spinal Cord Neoplasms,Spinal Cord Tumor,Spinal Cord Neoplasms, Malignant,Neoplasm, Spinal Cord,Spinal Cord Neoplasms, Intramedullary,Spinal Cord Neoplasms, Intradural-Extramedullary,Intradural Extramedullary Spinal Cord Neoplasms,Spinal Cord Neoplasm,Tumors, Spinal Cord,Spinal Cord Neoplasms, Benign,Neoplasms, Spinal Cord,Tumor, Spinal Cord,Spinal Cord Tumors,Primary Spinal Cord Neoplasms, Intramedullary,Spinal Cord Neoplasms, Primary Intramedullary,Intramedullary Spinal Cord Neoplasms, Primary,Intramedullary Spinal Cord Neoplasms,Primary Intramedullary Spinal Cord Neoplasms
283;http://purl.bioontology.org/ontology/MESH/D054219;Sebaceous Gland Diseases;Neoplasms associated with a proliferation of a single clone of PLASMA CELLS and characterized by the secretion of PARAPROTEINS.;Neoplasm, Plasma Cell,Plasma Cell Neoplasms,Plasma Cell Neoplasm
284;http://purl.bioontology.org/ontology/MESH/D023821;secondary;An alternative to amputation in patients with neoplasms, ischemia, fractures, and other limb-threatening conditions. Generally, sophisticated surgical procedures such as vascular surgery and reconstruction are used to salvage diseased limbs.;Salvage, Limb
285;http://purl.bioontology.org/ontology/MESH/D018333;Secretagogins;A mixed radiolucent-radiopaque lesion of the jaws with features of both a cyst and a solid neoplasm. It is characterized microscopically by an epithelial lining showing a palisaded layer of columnar basal cells, presence of ghost cell keratinization, dentinoid, and calcification. (Stedman, 25th ed);Cysts, Calcifying Odontogenic,Odontogenic Cysts, Calcifying,Calcifying Odontogenic Cyst,Cyst, Calcifying Odontogenic,Calcifying Odontogenic Cysts
286;http://purl.bioontology.org/ontology/MESH/D019264;Seminoma;Form of passive immunization where previously sensitized immunologic agents (cells or serum) are transferred to non-immune recipients. When transfer of cells is used as a therapy for the treatment of neoplasms, it is called adoptive immunotherapy (IMMUNOTHERAPY, ADOPTIVE).;Adoptive Transfers,Cell Transfers, Adoptive,Adoptive Cell Transfer,Adoptive Cell Transfers,Cell Transfer, Adoptive
287;http://purl.bioontology.org/ontology/MESH/D036821;Senecio;Neoplasms of the endometrial stroma that sometimes involve the MYOMETRIUM. These tumors contain cells that may closely or remotely resemble the normal stromal cells. Endometrial stromal neoplasms are divided into three categories: (1) benign stromal nodules;Stromal Tumors, Endometrial,Stromal Tumor, Endometrial,Stromal Myosis, Endolymphatic,Tumor, Endometrial Stromal,Endolymphatic Stromal Myoses,Myoses, Endolymphatic Stromal,Sarcoma, Endometrial Stromal, Low-Grade,Endolymphatic Stromal Myosis,Endometrial Stromal Tumor,Myosis, Endolymphatic Stromal,Stromal Myoses, Endolymphatic,Tumors, Endometrial Stromal
288;http://purl.bioontology.org/ontology/MESH/D058952;Sentinel Lymph Node Biopsy;A type of ALPHAPAPILLOMAVIRUS associated with high risk for anogenital neoplasms.;HPV 31,HPV-31,HPV-31s
289;http://purl.bioontology.org/ontology/MESH/D018380;Sertoli Cell Tumor;Transfer of HEMATOPOIETIC STEM CELLS from BONE MARROW or BLOOD between individuals within the same species (TRANSPLANTATION, HOMOLOGOUS) or transfer within the same individual (TRANSPLANTATION, AUTOLOGOUS). Hematopoietic stem cell transplantation has been used as an alternative to BONE MARROW TRANSPLANTATION in the treatment of a variety of neoplasms.;Stem Cell Transplantation, Hematopoietic,Transplantation, Hematopoietic Stem Cell
290;http://purl.bioontology.org/ontology/MESH/D003074;Sex Cord-Gonadal Stromal Tumors;A single lung lesion that is characterized by a small round mass of tissue, usually less than 1 cm in diameter, and can be detected by chest radiography. A solitary pulmonary nodule can be associated with neoplasm, tuberculosis, cyst, or other anomalies in the lung, the CHEST WALL, or the PLEURA.|A lung lesion that appears as a round coin-shaped shadow in the chest radiographs.;Coin Lesions, Pulmonary,Lesions, Pulmonary Coin,Pulmonary Nodule, Solitary,Coin Lesion, Pulmonary,Nodule, Solitary Pulmonary,Pulmonary Nodules, Solitary,Pulmonary Coin Lesions,Solitary Pulmonary Nodules,Lesion, Pulmonary Coin,Pulmonary Coin Lesion,Nodules, Solitary Pulmonary
291;http://purl.bioontology.org/ontology/MESH/D016719;Sister Mary Joseph's Nodule;Use of radiolabeled antibodies for diagnostic imaging of neoplasms. Antitumor antibodies are labeled with diverse radionuclides including iodine-131, iodine-123, indium-111, or technetium-99m and injected into the patient. Images are obtained by a scintillation camera.;Immunoscintigraphies, Radiolabelled,Radioimmunoimagings,Radiolabelled Immunoscintigraphies,Radioimmunodetections,Immunoscintigraphies, Radiolabeled,Radiolabeled Immunoscintigraphies,Radiolabelled Immunoscintigraphy,Radiolabeled Immunoscintigraphy,Immunoscintigraphy, Radiolabeled,Radioimmunoscintigraphy,Radioimmunoscintigraphies,Radioimmunoimaging,Immunoscintigraphy, Radiolabelled
292;http://purl.bioontology.org/ontology/MESH/D018242;Sizofiran;A group of malignant tumors of the nervous system that feature primitive cells with elements of neuronal and/or glial differentiation. Use of this term is limited by some authors to central nervous system tumors and others include neoplasms of similar origin which arise extracranially (i.e., NEUROECTODERMAL TUMORS, PRIMITIVE, PERIPHERAL). This term is also occasionally used as a synonym for MEDULLOBLASTOMA. In general, these tumors arise in the first decade of life and tend to be highly malignant. (From DeVita et al., Cancer: Principles and Practice of Oncology, 5th ed, p2059);Neuroepithelial Neoplasm, Primitive,Ependymoblastoma,Tumor, Primitive Neuroectodermal,Primitive Neuroepithelial Tumor,Neuroectodermal Tumor, Primitive,Tumor, Primitive Neuroepithelial,Primitive Neuroectodermal Tumor,Spongioblastoma,Neuroepithelial Tumors, Primitive,Neuroepithelial Neoplasms, Primitive,Ependymoblastomas,Neoplasms, Primitive Neuroepithelial,Primitive Neuroectodermal Tumors,Cerebral Primitive Neuroectodermal Tumor,PNETs,Tumors, Primitive Neuroepithelial,Neoplasm, Primitive Neuroepithelial,Medulloepitheliomas,Neuroepithelial Tumor, Primitive,Primitive Neuroepithelial Neoplasms,Spongioblastomas,Medulloepithelioma,Primitive Neuroepithelial Tumors,Tumors, Primitive Neuroectodermal,PNET,Primitive Neuroepithelial Neoplasm
293;http://purl.bioontology.org/ontology/MESH/D052138;Skull Base Neoplasms;Genes whose abnormal expression, or MUTATION are associated with the development, growth, or progression of NEOPLASMS.;Neoplasm Gene,Cancer Gene,Gene, Cancer,Neoplasm Genes,Genes, Cancer,Cancer Genes,Gene, Neoplasm
294;http://purl.bioontology.org/ontology/MESH/D059146;Skull Neoplasms;Surgery to remove one or more NEOPLASM METASTASES.;Metastasectomies
295;http://purl.bioontology.org/ontology/MESH/D006222;Soft Tissue Neoplasms;A focal malformation resembling a neoplasm, composed of an overgrowth of mature cells and tissues that normally occur in the affected area.;Hamartomas
296;http://purl.bioontology.org/ontology/MESH/D010911;Solitary Fibrous Tumor, Pleural;Neoplasms which arise from or metastasize to the PITUITARY GLAND. The majority of pituitary neoplasms are adenomas, which are divided into non-secreting and secreting forms. Hormone producing forms are further classified by the type of hormone they secrete. Pituitary adenomas may also be characterized by their staining properties (see ADENOMA, BASOPHIL;Tumor, Pituitary,Adenoma, Pituitary,Adenomas, Pituitary,Pituitary Carcinoma,Pituitary Neoplasm,Pituitary Cancers,Cancer of Pituitary,Pituitary Carcinomas,Cancer, Pituitary,Pituitary Adenomas,Pituitary Cancer,Tumors, Pituitary,Carcinoma, Pituitary,Pituitary Tumor,Neoplasms, Pituitary,Pituitary Tumors,Pituitary Adenoma,Carcinomas, Pituitary,Cancer of the Pituitary,Cancers, Pituitary,Neoplasm, Pituitary
297;http://purl.bioontology.org/ontology/MESH/D009380;Solitary Fibrous Tumors;Neoplasms composed of nerve tissue. This concept does not refer to neoplasms located in the nervous system or its component nerves.;Neoplasm, Nerve Tissue,Nerve Tissue Neoplasms,Nervous Tissue Neoplasm,Neoplasm, Nervous Tissue,Nervous Tissue Neoplasms,Neoplasms, Nervous Tissue,Nerve Tissue Neoplasm
298;http://purl.bioontology.org/ontology/MESH/D002276;Solitary Pulmonary Nodule;A usually small, slow-growing neoplasm composed of islands of rounded, oxyphilic, or spindle-shaped cells of medium size, with moderately small vesicular nuclei, and covered by intact mucosa with a yellow cut surface. The tumor can occur anywhere in the gastrointestinal tract (and in the lungs and other sites);Goblet Cell Carcinoid,Carcinoid, Goblet Cell,Carcinoids, Goblet Cell,Tumors, Carcinoid,Carcinoids,Argentaffinoma,Argentaffinomas,Tumor, Carcinoid,Goblet Cell Carcinoids,Carcinoid,Carcinoid Tumors
299;http://purl.bioontology.org/ontology/MESH/D004806;Spinal Cord Compression;Glioma derived from EPENDYMOGLIAL CELLS that tend to present as malignant intracranial tumors in children and as benign intraspinal neoplasms in adults. It may arise from any level of the ventricular system or central canal of the spinal cord. Intracranial ependymomas most frequently originate in the FOURTH VENTRICLE and histologically are densely cellular tumors which may contain ependymal tubules and perivascular pseudorosettes. Spinal ependymomas are usually benign papillary or myxopapillary tumors. (From DeVita et al., Principles and Practice of Oncology, 5th ed, p2018;Anaplastic Ependymoma,Ependymomas,Ependymomas, Anaplastic,Papillary Ependymomas,Ependymomas, Papillary,Myxopapillary Ependymoma,Ependymoma, Myxopapillary,Clear Cell Ependymoma,Ependymomas, Myxopapillary,Ependymoma, Papillary,Ependymoma, Anaplastic,Anaplastic Ependymomas,Myxopapillary Ependymomas,Papillary Ependymoma,Cellular Ependymoma
300;http://purl.bioontology.org/ontology/MESH/D014277;Spinal Cord Neoplasms;A syndrome characterized by recurrent episodes of excruciating pain lasting several seconds or longer in the sensory distribution of the TRIGEMINAL NERVE. Pain may be initiated by stimulation of trigger points on the face, lips, or gums or by movement of facial muscles or chewing. Associated conditions include MULTIPLE SCLEROSIS, vascular anomalies, ANEURYSMS, and neoplasms. (Adams et al., Principles of Neurology, 6th ed, p187);Trifacial Neuralgias,Idiopathic Trigeminal Neuralgia,Neuralgia, Idiopathic Trigeminal,Epileptiform Neuralgias,Trifacial Neuralgia,Neuralgia, Epileptiform,Fothergill Disease,Neuralgia, Secondary Trigeminal,Trigeminal Neuralgia, Secondary,Neuralgias, Epileptiform,Neuralgias, Trigeminal,Neuralgia, Trigeminal,Epileptiform Neuralgia,Neuralgias, Secondary Trigeminal,Secondary Trigeminal Neuralgia,Neuralgias, Trifacial,Trigeminal Neuralgia, Idiopathic,Disease, Fothergill,Trigeminal Neuralgias, Idiopathic,Trigeminal Neuralgias,Idiopathic Trigeminal Neuralgias,Neuralgias, Idiopathic Trigeminal,Neuralgia, Trifacial,Secondary Trigeminal Neuralgias,Tic Douloureux,Trigeminal Neuralgias, Secondary
301;http://purl.bioontology.org/ontology/MESH/D015580;Squamous Intraepithelial Lesions of the Cervix;A surgical technique used primarily in the treatment of skin neoplasms, especially basal cell or squamous cell carcinoma of the skin. This procedure is a microscopically controlled excision of cutaneous tumors either after fixation in vivo or after freezing the tissue. Serial examinations of fresh tissue specimens are most frequently done.;Mohs Micrographic Surgery,Surgery, Moh's Micrographic,Micrographic Surgery, Mohs',Surgery, Moh's,Micrographic Surgery, Moh,Surgery, Mohs' Micrographic,Micrographic Surgery, Moh's,Mohs' Micrographic Surgery,Moh Surgery,Moh's Surgery,Surgery, Mohs',Micrographic Surgery, Mohs,Surgery, Mohs Micrographic,Surgery, Moh,Surgery, Mohs,Moh's Micrographic Surgery,Mohs' Surgery,Surgery, Moh Micrographic,Moh Micrographic Surgery
302;http://purl.bioontology.org/ontology/MESH/D003557;Sublingual Gland Neoplasms;A type of connective tissue neoplasm typically arising from intralobular stroma of the breast. It is characterized by the rapid enlargement of an asymmetric firm mobile mass. Histologically, its leaf-like stromal clefts are lined by EPITHELIAL CELLS. Rare phyllodes tumor of the prostate is also known.;Tumors, Phyllodes,Cystosarcoma Phylloides,Malignant Cystosarcoma Phyllodes,Tumor, Phyllodes,Cystosarcoma Phyllodes,Cystosarcoma Phyllodes, Malignant,Phyllodes Tumors
303;http://purl.bioontology.org/ontology/MESH/D055331;Superior Vena Cava Syndrome;A mixed epithelial and myoepithelial neoplasm usually encountered within the breast. It is a multinodular lesion presenting with a bicellular pattern of proliferating epithelial and myoepithelial cells, which are regularly distributed in the glandular structures.;Adenomyoepitheliomas
304;http://purl.bioontology.org/ontology/MESH/D018299;Supratentorial Neoplasms;Neoplasms, usually carcinoma, located within the center of an organ or within small lobes, and in the case of the breast, intraductally. The emphasis of the name is on the location of the neoplastic tissue rather than on its histological type. Most cancers of this type are located in the breast.;Ductal, Lobular, and Medullary Neoplasms
305;http://purl.bioontology.org/ontology/MESH/D009374;Sweating, Gustatory;Experimentally induced new abnormal growth of TISSUES in animals to provide models for studying human neoplasms.;Experimental Neoplasm,Experimental Neoplasms,Neoplasm, Experimental
306;http://purl.bioontology.org/ontology/MESH/D018305;Syringomyelia;A moderately malignant neoplasm composed of primitive neuroectodermal cells dispersed in myxomatous or fibrous stroma intermixed with mature ganglion cells. It may undergo transformation into a neuroblastoma. It arises from the sympathetic trunk or less frequently from the adrenal medulla, cerebral cortex, and other locations. Cervical ganglioneuroblastomas may be associated with HORNER SYNDROME and the tumor may occasionally secrete vasoactive intestinal peptide, resulting in chronic diarrhea.;Ganglioneuroblastomas
307;http://purl.bioontology.org/ontology/MESH/D020362;Technetium Tc 99m Medronate;Cerebellar degeneration associated with a remote neoplasm. Clinical manifestations include progressive limb and GAIT ATAXIA;Cerebellar Degeneration, Paraneoplastic,Degeneration, Paraneoplastic Cerebellar,Cerebellar Syndrome, Paraneoplastic,Cerebellar Syndromes, Paraneoplastic,Paraneoplastic Cerebellar Degeneration, Anti-Yo-Associated,Anti-Yo-Associated Paraneoplastic Cerebellar Degeneration,Paraneoplastic Cerebellar Syndromes,Anti Yo Associated Paraneoplastic Cerebellar Degeneration,Paraneoplastic Cerebellar Syndrome,Paraneoplastic Cerebellar Degeneration, Anti Yo Associated
308;http://purl.bioontology.org/ontology/MESH/D004819;Tegafur;An autosomal recessive trait with impaired cell-mediated immunity. About 15 human papillomaviruses are implicated in associated infection, four of which lead to skin neoplasms. The disease begins in childhood with red papules and later spreads over the body as gray or yellow scales.;Lewandowsky Lutz Disease,Disease, Lewandowsky-Lutz,Lutz Lewandowsky Disease,Disease, Lutz-Lewandowsky,Lutz-Lewandowsky Disease,Lewandowsky-Lutz Disease
309;http://purl.bioontology.org/ontology/MESH/D019042;Teratocarcinoma;Tumors or cancer located in muscle tissue or specific muscles. They are differentiated from NEOPLASMS, MUSCLE TISSUE which are neoplasms composed of skeletal, cardiac, or smooth muscle tissue, such as MYOSARCOMA or LEIOMYOMA.;Muscle Neoplasm,Cancers, Muscle,Neoplasms, Muscle,Neoplasm, Muscle,Muscle Cancers,Cancer of the Muscle,Cancer of Muscle,Muscle Cancer,Cancer, Muscle
310;http://purl.bioontology.org/ontology/MESH/D002291;Teratoma;A malignant neoplasm characterized by the formation of numerous, irregular, finger-like projections of fibrous stroma that is covered with a surface layer of neoplastic epithelial cells. (Stedman, 25th ed);Carcinomas, Papillary,Papillary Carcinomas,Papillary Carcinoma
311;http://purl.bioontology.org/ontology/MESH/D014694;Testicular Neoplasms;Occlusion of the outflow tract in either the LEFT VENTRICLE or the RIGHT VENTRICLE of the heart. This may result from CONGENITAL HEART DEFECTS, predisposing heart diseases, complications of surgery, or HEART NEOPLASMS.;Obstructions, Ventricular Outflow,Outflow Obstruction, Ventricular,Left Ventricular Outflow Obstruction,Ventricular Outflow Obstructions,Ventricular Outflow Obstruction, Left,Ventricular Outflow Obstruction, Right,Outflow Obstruction, Right Ventricular,Outflow Obstructions, Ventricular,Right Ventricular Outflow Obstruction,Obstruction, Ventricular Outflow,Outflow Obstruction, Left Ventricular
312;http://purl.bioontology.org/ontology/MESH/D001254;Thecoma;Neoplasms of the brain and spinal cord derived from glial cells which vary from histologically benign forms to highly anaplastic and malignant tumors. Fibrillary astrocytomas are the most common type and may be classified in order of increasing malignancy (grades I through IV). In the first two decades of life, astrocytomas tend to originate in the cerebellar hemispheres;Astrocytoma, Pilocytic,Oligoastrocytomas, Mixed,Gemistocytic Astrocytomas,Anaplastic Astrocytomas,Glioma, Astrocytic,Intracranial Astrocytoma,Astrocytoma, Gemistocytic,Astrocytomas, Childhood Cerebral,Astrocytoma, Grade II,Astrocytoma, Cerebral,Cerebral Astrocytoma, Childhood,Astrocytic Gliomas,Astrocytomas, Grade II,Juvenile Pilocytic Astrocytomas,Anaplastic Astrocytoma,Astrocytomas, Juvenile Pilocytic,Mixed Oligoastrocytomas,Childhood Cerebral Astrocytomas,Intracranial Astrocytomas,Astrocytomas, Anaplastic,Juvenile Pilocytic Astrocytoma,Oligoastrocytoma, Mixed,Protoplasmic Astrocytomas,Pilocytic Astrocytoma, Juvenile,Gemistocytic Astrocytoma,Astrocytomas, Grade III,Childhood Cerebral Astrocytoma,Astrocytomas, Intracranial,Grade I Astrocytoma,Grade II Astrocytoma,Astrocytoma, Grade I,Astrocytomas, Gemistocytic,Pilocytic Astrocytomas,Astrocytomas, Fibrillary,Astrocytomas, Pilocytic,Astrogliomas,Cerebral Astrocytomas, Childhood,Astrocytoma, Juvenile Pilocytic,Protoplasmic Astrocytoma,Astroglioma,Astrocytomas, Grade I,Cerebral Astrocytomas,Mixed Oligoastrocytoma,Pilocytic Astrocytomas, Juvenile,Astrocytoma, Fibrillary,Astrocytic Glioma,Pilocytic Astrocytoma,Grade II Astrocytomas,Fibrillary Astrocytomas,Grade III Astrocytoma,Grade III Astrocytomas,Gliomas, Astrocytic,Astrocytomas, Protoplasmic,Astrocytoma, Childhood Cerebral,Astrocytoma, Intracranial,Astrocytoma, Anaplastic,Astrocytoma, Protoplasmic,Subependymal Giant Cell Astrocytoma,Fibrillary Astrocytoma,Grade I Astrocytomas,Astrocytomas, Cerebral,Cerebral Astrocytoma,Astrocytomas,Astrocytoma, Grade III,Astrocytoma, Subependymal Giant Cell
313;http://purl.bioontology.org/ontology/MESH/D013547;Thymoma;An autonomic disorder characterized by excessive sweating of the forehead, upper lip, perioral region, or sternum subsequent to gustatory stimuli. The auriculotemporal syndrome features facial flushing or sweating limited to the distribution of the auriculotemporal nerve and may develop after trauma to the parotid gland, in association with PAROTID NEOPLASMS, or following their surgical removal. (From Ann Neurol 1997 Dec;von Frey's Syndrome,Auriculotemporal Syndrome,Gustatory Hyperhidroses,Hyperhidroses, Gustatory,Salivosudoriparous Syndromes,Syndrome, von Frey,Syndrome, Baillarger,Gustatory Hyperhidrosis,Frey's Syndrome,Auriculotemporal Nerve Syndrome,Syndrome, von Frey's,Syndrome, Frey's,Syndrome, Salivosudoriparous,Frey Syndrome,Hyperhidrosis, Gustatory,Baillarger Syndrome,Gustatory Sweating,Salivosudoriparous Syndrome,Syndromes, Salivosudoriparous,von Frey Syndrome,Syndrome, Auriculotemporal,Syndrome, Frey,von Freys Syndrome
314;http://purl.bioontology.org/ontology/MESH/D000070957;Tolonium Chloride;Eukaryotic homolog of the bacterial MutL DNA MISMATCH REPAIR protein. It heterodimerizes with MISMATCH REPAIR ENDONUCLEASE PMS2 to form MutL alpha, which is recruited to DNA mismatch sites by the MUTS DNA MISMATCH-BINDING PROTEIN. Mutations in the human MLH1 gene are associated with COLORECTAL NEOPLASMS, HEREDITARY NONPOLYPOSIS.;Colon Cancer, Nonpolyposis Type 2 Protein,COCA2 Protein,MutL Homolog 1,MLH1 Protein
315;http://purl.bioontology.org/ontology/MESH/D018202;Tretinoin;A malignant neoplasm of the lung composed chiefly or entirely of immature undifferentiated cells (i.e., blast forms) with little or virtually no stroma. (From Stedman, 25th ed);Blastoma, Pulmonary,Pulmonary Blastomas,Blastomas, Pulmonary
316;http://purl.bioontology.org/ontology/MESH/D018205;Trigeminal Nerve Diseases;Neoplasms composed of fatty tissue or connective tissue made up of fat cells in a meshwork of areolar tissue. The concept does not refer to neoplasms located in adipose tissue.;Adipose Tissue Neoplasms,Neoplasm, Adipose Tissue,Adipose Tissue Neoplasm
317;http://purl.bioontology.org/ontology/MESH/D008325;Trigeminal Neuralgia;Experimentally induced mammary neoplasms in animals to provide a model for studying human BREAST NEOPLASMS.;Experimental Mammary Neoplasms,Neoplasms, Experimental Mammary,Mammary Neoplasm, Experimental,Neoplasm, Experimental Mammary,Experimental Mammary Neoplasm
318;http://purl.bioontology.org/ontology/MESH/D012391;Triple Negative Breast Neoplasms;Resorption in which cementum or dentin is lost from the root of a tooth owing to cementoclastic or osteoclastic activity in conditions such as trauma of occlusion or neoplasms. (Dorland, 27th ed);Root Resorptions,Resorptions, Root,Resorption, Root
319;http://purl.bioontology.org/ontology/MESH/D009384;Trochlear Nerve Diseases;Syndromes resulting from inappropriate production of HORMONES or hormone-like materials by NEOPLASMS in non-endocrine tissues or not by the usual ENDOCRINE GLANDS. Such hormone outputs are called ectopic hormone (HORMONES, ECTOPIC) secretion.;Syndromes, Paraneoplastic Endocrine,Syndromes, Ectopic Hormone,Paraneoplastic Endocrine Syndrome,Ectopic Hormone Syndrome,Endocrine Syndrome, Paraneoplastic,Syndrome, Paraneoplastic Endocrine,Syndrome, Ectopic Hormone,Ectopic Hormone Syndromes
320;http://purl.bioontology.org/ontology/MESH/D018312;Tumor Microenvironment;A sex cord-gonadal stromal tumor, composed of cells of both the OVARY and the TESTIS. It produces both male and female GONADAL STEROID HORMONES.|Neoplasms derived from the primitive sex cord or gonadal stromal cells of the embryonic GONADS. They are classified by their presumed histogenesis and differentiation. From the sex cord, there are SERTOLI CELL TUMOR and GRANULOSA CELL TUMOR;Gynandroblastoma,Sex Cord-Stromal Tumor,Sex Cord Stromal Tumor,Tumor, Sex Cord-Stromal,Sex Cord-Stromal Tumors,Gynandroblastomas,Tumors, Sex Cord-Stromal
321;http://purl.bioontology.org/ontology/MESH/D013362;Tumor Necrosis Factors;Neoplasms of the sublingual glands.;Sublingual Gland Neoplasm,Gland Neoplasm, Sublingual,Neoplasms, Sublingual Gland,Gland Neoplasms, Sublingual,Neoplasm, Sublingual Gland
322;http://purl.bioontology.org/ontology/MESH/D000072716;Ultrasonography, Mammary;Pain that may be caused by or related to cellular, tissue, and systemic changes that occur during NEOPLASM growth, tissue invasion, and METASTASIS.;Pains, Neoplasm-Related,Tumor-Related Pain,Pain, Neoplasm-Associated,Pains, Oncological,Pains, Tumor-Associated,Neoplasm Associated Pain,Oncology Pain,Neoplasm-Associated Pain,Pain, Tumor-Related,Pain, Oncological,Pain, Neoplasm-Related,Oncology Pains,Cancer Related Pain,Pain, Cancer-Related,Cancer-Related Pain,Pains, Tumor-Related,Tumor-Related Pains,Tumor Associated Pain,Neoplasm-Associated Pains,Pains, Cancer-Associated,Pain, Tumor-Associated,Cancer Associated Pain,Cancer-Associated Pains,Tumor-Associated Pains,Pain, Cancer,Oncological Pain,Cancer-Related Pains,Oncological Pains,Pains, Cancer,Pains, Cancer-Related,Pains, Oncology,Neoplasm-Related Pains,Cancer Pains,Tumor Related Pain,Pains, Neoplasm-Associated,Neoplasm Related Pain,Pain, Oncology,Neoplasm-Related Pain,Cancer-Associated Pain,Tumor-Associated Pain,Pain, Cancer-Associated
323;http://purl.bioontology.org/ontology/MESH/D005474;Ultrasound, High-Intensity Focused, Transrectal;An anabolic steroid that has been used in the treatment of male HYPOGONADISM, delayed puberty in males, and in the treatment of breast neoplasms in women.;Halotestin,Stenox,Androst-4-en-3-one, 9-fluoro-11,17-dihydroxy-17-methyl-, (11beta,17beta)-,Android-F,Fluoximesteron,Android F
324;http://purl.bioontology.org/ontology/MESH/D013117;ultrastructure;Acute and chronic conditions characterized by external mechanical compression of the SPINAL CORD due to extramedullary neoplasm;Myelopathy, Compressive,Syndromes, Conus Medullaris,Conus Medullaris Syndromes,Syndrome, Conus Medullaris,Compression, Spinal Cord,Spinal Cord Compression, Extramedullary,Conus Medullaris Syndrome,Spinal Cord Compressions,Compressive Myelopathy,Compressions, Spinal Cord,Extramedullary Spinal Cord Compression
325;http://purl.bioontology.org/ontology/MESH/D007029;Urology;Benign and malignant tumors of the HYPOTHALAMUS. Pilocytic astrocytomas and hamartomas are relatively frequent histologic types. Neoplasms of the hypothalamus frequently originate from adjacent structures, including the OPTIC CHIASM, optic nerve (see OPTIC NERVE NEOPLASMS), and pituitary gland (see PITUITARY NEOPLASMS). Relatively frequent clinical manifestations include visual loss, developmental delay, macrocephaly, and precocious puberty. (From Devita et al., Cancer: Principles and Practice of Oncology, 5th ed, p2051);Neoplasms, Malignant Hypothalamic,Tumor, Hypothalamic,Hypothalamus Neoplasm,Malignant Hypothalamic Neoplasm,Hypothalamic Tumor,Neoplasms, Hypothalamic Pituitary,Hypothalamic-Pituitary Neoplasms,Neoplasms, Hypothalamic, Benign,Hypothalamic Neoplasm, Malignant,Neoplasm, Hypothalamo-Neurohypophysial Region,Neoplasm, Hypothalamic,Hypothalamus Tumor,Cancer, Hypothalamic,Neoplasm, Hypothalamic-Chiasmatic,Hypothalamic Neoplasms, Benign,Neoplasm, Benign Hypothalamic,Hypothalamic Tumors,Hypothalamo Neurohypophysial Region Neoplasms,Hypothalamic-Pituitary Neoplasm,Neoplasms, Hypothalamo-Neurohypophysial Region,Neoplasms, Hypothalamus,Hypothalamic Teratomas,Hypothalamus Tumors,Benign Hypothalamic Neoplasm,Neoplasm, Hypothalamus,Hypothalamic Pituitary Neoplasms,Hypothalamo-Neurohypophysial Region Neoplasms,Neoplasms, Hypothalamic-Chiasmatic,Hypothalamus Neoplasms,Hypothalamic Neoplasms, Malignant,Tumors, Hypothalamus,Neoplasm, Hypothalamic-Pituitary,Tumor, Hypothalamus,Hypothalamic Cancers,Hypothalamic-Chiasmatic Neoplasms,Neoplasm, Malignant Hypothalamic,Neoplasms, Hypothalamic Chiasmatic,Hypothalamic Chiasmatic Neoplasms,Neoplasms, Hypothalamic,Hypothalamo-Neurohypophysial Region Neoplasm,Neoplasms, Hypothalamo Neurohypophysial Region,Hypothalamic Cancer,Teratomas, Hypothalamic,Teratoma, Hypothalamic,Cancers, Hypothalamic,Hypothalamic Teratoma,Benign Hypothalamic Neoplasms,Malignant Hypothalamic Neoplasms,Tumors, Hypothalamic,Neoplasms, Hypothalamic, Malignant,Neoplasms, Hypothalamic-Pituitary,Hypothalamic-Chiasmatic Neoplasm,Hypothalamic Neoplasm
326;http://purl.bioontology.org/ontology/MESH/D018284;Vascular Neoplasms;A malignant cystic or semicystic neoplasm. It often occurs in the ovary and usually bilaterally. The external surface is usually covered with papillary excrescences. Microscopically, the papillary patterns are predominantly epithelial overgrowths with differentiated and undifferentiated papillary serous cystadenocarcinoma cells. Psammoma bodies may be present. The tumor generally adheres to surrounding structures and produces ascites. (From Hughes, Obstetric-Gynecologic Terminology, 1972, p185);Serous Cystadenocarcinomas,Serous Cystadenocarcinoma,Cystadenocarcinomas, Serous
327;http://purl.bioontology.org/ontology/MESH/D009447;Ventricular Outflow Obstruction;A common neoplasm of early childhood arising from neural crest cells in the sympathetic nervous system, and characterized by diverse clinical behavior, ranging from spontaneous remission to rapid metastatic progression and death. This tumor is the most common intraabdominal malignancy of childhood, but it may also arise from thorax, neck, or rarely occur in the central nervous system. Histologic features include uniform round cells with hyperchromatic nuclei arranged in nests and separated by fibrovascular septa. Neuroblastomas may be associated with the opsoclonus-myoclonus syndrome. (From DeVita et al., Cancer: Principles and Practice of Oncology, 5th ed, pp2099-2101;Neuroblastomas
328;http://purl.bioontology.org/ontology/MESH/D009362;Vinyl Chloride;The transfer of a neoplasm from one organ or part of the body to another remote from the primary site.;Metastasis,Metastasis, Neoplasm,Metastases,Metastases, Neoplasm,Neoplasm Metastases
